id,name,detail,date,stature,school
1013,GR12 Epicharmas,,-500,Minor philosopher,
1014,GR13 Hippasus,Pythagorean,-500,Minor philosopher,Pythagorean
1015,GR14 Hecataeus,geographer,-500,Non-philosopher,
1016,GR15 Corax,orator,-465,Minor philosopher,rhetorician
1017,GR16 Tisias,same,-465,Minor philosopher,rhetorician
1018,GR17 Oenopides of Chios,"math, cosmol",-465,Minor philosopher,mathematician
1019,GR18 Cleidemos,cosmol,-465,Minor philosopher,
1020,GR19 Heraclides,"medicine, father of Hippocrates",-465,Minor philosopher,medical
1021,GR20 Herodias,"medicine, Cnidus",-465,Minor philosopher,medical
1022,GR21 Aegisidemus,,-465,Minor philosopher,
1023,GR22 Hippon,eclectic,-465,Minor philosopher,Pythagorean
1024,GR23 Hicetas,"Pythagorean, astron",-465,Minor philosopher,Pythagorean
1025,GR24 Ecphantus,Pythagorean,-465,Minor philosopher,Pythagorean
1026,GR25 Eurytas,Pythagorean,-465,Minor philosopher,Pythagorean
1027,GR26 Echecrates,Pythagorean,-465,Minor philosopher,Pythagorean
1028,GR27 Simmias,Pythagorean,-465,Minor philosopher,Pythagorean
1029,GR28 Cebes,Pythagorean,-465,Minor philosopher,Pythagorean
1030,GR29 Alcidamas,Sophist,-465,Minor philosopher,
1031,GR30 Lycophron,Sophist,-465,Minor philosopher,
1032,GR32 Idaeus of Himera,eclectic physicist,-465,Minor philosopher,
1033,GR33 Thrasymachus,,-465,Minor philosopher,
1034,GR34 Xeniades,Sophist,-465,Minor philosopher,
1035,GR35 Theodorus,math,-465,Minor philosopher,mathematician
1036,GR36 Critics,patron of Sophists,-465,Minor philosopher,
1037,GR37 Diagoras of Melos,atheist,-400,Minor philosopher,
1038,GR38 Cratylus,,-400,Minor philosopher,
1039,GR39 Nessos of Chios,atomist,-400,Minor philosopher,
1040,GR40 Metrodorus of Chios,"atomist, Skeptic",-400,Minor philosopher,
1041,GR41 Theaetetus,"Academic, math",-400,Minor philosopher,
1042,GR42 Menaechmus,"Academic, math",-400,Minor philosopher,Academic
1043,GR43 Philip of Opus,Academic,-400,Minor philosopher,Academic
1044,GR44 Hemodorus,Academic,-400,Minor philosopher,Academic
1045,GR45 Histaeus,Academic,-400,Minor philosopher,Academic
1046,GR46 Theudus,Academic,-400,Minor philosopher,Academic
1047,GR47 Aethiops of Ptolemas,Cyrenaic +,-365,Minor philosopher,
1048,GR48 Antipater of Cyrene,Cyrenaic,-365,Minor philosopher,Cyrenaic
1049,GR49 Arete,"Cyrenaic, daughter of Aristippus",-365,Minor philosopher,Cyrenaic
1050,GR50 Epitimides of Cyrene,Cyrenaic,-365,Minor philosopher,Cyrenaic
1051,GR51 Parabates of Cyrene,Cyrenaic,-365,Minor philosopher,Cyrenaic
1052,GR52 Aristippus the younger,"Cyrenaic systematizer, son of 49",-365,Minor philosopher,Cyrenaic
1053,GR53 Anchipylus,Elis/Eretria school,-365,Minor philosopher,school of Elis
1054,GR54 Moschus,same,-365,Minor philosopher,school of Elis
1055,GR55 Plistenos of Elis,same,-365,Minor philosopher,school of Elis
1056,GR56 Diogenes of Smyrna +,,-365,Minor philosopher,
1057,GR57 Anaxarchus of Abdera,"atomist, Skeptic",-365,Minor philosopher,atomist
1058,GR58 Nausiphanes,atomist,-365,Minor philosopher,atomist
1059,GR59 Apollonus,Megarian,-365,Minor philosopher,Megarian
1060,GR60 Apollonus Cronos,Megarian,-365,Minor philosopher,Megarian
1061,GR61 Anneceris,Cyrenaic,-365,Minor philosopher,Cyrenaic
1062,GR62 Alexines,Megarian,-365,Minor philosopher,Megarian
1063,GR63 Philiscus,Cynic,-365,Minor philosopher,
1064,GR64 Onesicritus,Cynic,-365,Minor philosopher,
1065,GR65 Asclepediades,Elis/Eretria school,-365,Minor philosopher,school of Elis
1066,GR66 Bryson,"Megarian, math",-365,Minor philosopher,Megarian
1067,GR67 Polyxenus,Megarian,-365,Minor philosopher,Megarian
1068,GR68 Pamphilus,Academic,-365,Minor philosopher,Academic
1069,GR69 Spintharus,,-365,Minor philosopher,
1070,GR70 Nicharchus,medicine +,-365,Minor philosopher,
1071,GR71 Praxagoras,"medicine, Cos +",-365,Minor philosopher,
1072,GR72 Aristoxenus,Aristotelean,-365,Minor philosopher,Aristotelean
1073,GR73 Eudemus,same,-365,Minor philosopher,Aristotelean
1074,GR74 Dicaerchus,same,-365,Minor philosopher,Aristotelean
1075,GR75 Metrodorus of Athens,medicine +,-365,Minor philosopher,
1076,GR76 Diodes,medicine +,-365,Minor philosopher,
1077,GR77 Clearchus,"Aristotelean, occultist",-365,Minor philosopher,"Aristotelean, occultist"
1078,GR78 Polemarchus,math,-365,Minor philosopher,mathematician
1079,GR79 Callipus,math,-365,Minor philosopher,mathematician
1080,GR80 Autolycus of Pitane,math,-365,Minor philosopher,mathematician
1081,GR81 Metrocles,Cynic,-365,Minor philosopher,
1082,GR82 Hipparchus,"Cynic, wife of Crates",-365,Minor philosopher,Cynic
1083,GR83 Monimus,Cynic,-365,Minor philosopher,Cynic
1084,GR84 5 minor followers of Aristotle,,-365,Minor philosopher,Aristotelean
1085,GR85 14 minor followers of Theophrastus,,-300,Minor philosopher,Aristotelean
1086,GR86 Demetrius of Phalerum,politician,-300,Non-philosopher,
1087,GR87 Grantor,Academic,-300,Minor philosopher,Aristotelean
1088,GR88 Crates,Academic scholarch,-300,Minor philosopher,Aristotelean
1089,GR89 Bion,Cynic,-300,Minor philosopher,Cynic
1090,GR90 Evemerus of Messina,,-300,Minor philosopher,
1091,GR91 Philo of Megara,,-300,Minor philosopher,Megarian
1092,GR92 Dionysius the Renegade,heterodox Stoic,-300,Minor philosopher,Stoic
1093,GR93 Herillus,heterodox Stoic,-300,Minor philosopher,Stoic
1094,GR94 Apollophanes,Stoic +,-300,Minor philosopher,
1095,GR96 Aratus of Soli,"Stoic, astron poet",-300,Minor philosopher,mathematician
1096,GR97 Lacydes,Academic,-300,Minor philosopher,
1097,GR98 Ctesibus,mechanics,-300,Non-philosopher,
1098,GR99 Aristarchus of Samos,"math, astron",-300,Non-philosopher,mathematician
1099,GR100 Hieronymus of Rhodes,Aristotelean,-300,Minor philosopher,Aristotelean
1100,GR101 Lyco,same,-300,Minor philosopher,Aristotelean
1101,GR102 Ariston,same,-300,Minor philosopher,Aristotelean
1102,GR103 Eratosthenes,"math, literary criticism",-300,Non-philosopher,
1103,GR104 Phylotimus,"medicine, Cos +",-300,Minor philosopher,
1104,GR105 Plistonicus,same +,-300,Minor philosopher,
1105,GR106 Xenophon,same +,-300,Minor philosopher,
1106,GR107 Herophilus,"medicine, Alexandria +",-300,Minor philosopher,
1107,GR108 Erasistratus,"medicine, f. school Cos, Alexandria Museum +",-300,Minor philosopher,
1108,GR109? Menippus of Gadara,Cynic,-300,Minor philosopher,
1109,GR110 Sphaerus,Stoic,-300,Minor philosopher,Stoic
1110,GR111 Polyaenus of Cyzicus,"Epicurean, from school of Eudoxus",-300,Minor philosopher,Epicurean
1111,GR112 Zopyrus,"medicine, Alexandria",-300,Minor philosopher,medical
1112,GR113 Metrodorus of Lampsacus,Epicurean,-300,Minor philosopher,Epicurean
1113,GR114 Hermachus of Mytilene,Epicurean first successor,-300,Minor philosopher,Epicurean
1114,GR115 Leonteus of Lampsacus,Epicurean financial patron +,-300,Minor philosopher,
1115,GR116 Idomeneus,same +,-300,Minor philosopher,
1116,GR117 Timocrates,"Epicurean renegade, brother of Metrodorus",-300,Minor philosopher,
1117,GR118 Leontion,"Epicurean, Athens hetaera +",-300,Minor philosopher,
1118,GR119 Colotes,Epicurean,-300,Minor philosopher,Epicurean
1119,GR120 Menedemus,Cynic,-300,Minor philosopher,Cynic
1120,GR121 Cercidas,Cynic,-300,Minor philosopher,
1121,GR122 Teles of Megara,Cynic,-300,Minor philosopher,Cynic
1122,GR123 Polystratus,Epicurean scholarch,-300,Minor philosopher,Epicurean
1123,GR124 Hippoclydes,Epicurean,-300,Minor philosopher,Epicurean
1124,GR125 Dionysius,Epicurean scholarch,-300,Minor philosopher,Epicurean
1125,GR128 Hegesius,Academic,-300,Minor philosopher,Academic
1126,GR126 Basilides,Epicurean scholarch,-200,Minor philosopher,Epicurean
1127,GR127 Zeno of Tarsus,Stoic,-200,Minor philosopher,Stoic
1128,GR129 Critolaus,"Aristotelean materialist, neo-Pythagorean",-200,Minor philosopher,Aristotelean
1129,GR130 Diogenes of Babylon,Stoic scholarch,-200,Minor philosopher,Stoic
1130,GR131? 3 Stoics after Chrysippus,"Eudromus, Crinus, Basilides",-200,Non-philosopher,Stoic
1131,GR132? 5 Aristoteleans,"Sotion, Satyrus, Antisthenes of Rhodes, Heraclides Lembus, Agatharchides",-200,Non-philosopher,Aristotelean
1132,GR133? Cratippus,"Aristotelean, changed from Academic +",-200,Minor philosopher,Aristotelean
1133,GR134 Diodorus of Tyre,"Aristotelean, eclectic materialist, Epicurean",-200,Minor philosopher,Aristotelean/Epicurian
1134,"GR135? Callipho, Dinomachus",Aristotelean/Epicurean syncretism,-200,Non-philosopher,Aristotelean/Epicurian
1135,GR136 Phormio,Aristotelean,-200,Minor philosopher,Aristotelean
1136,GR137 Aristobolus of Alexandria,"Jewish theol, allegorized Greek myths +",-200,Minor philosopher,
1137,GR138 Boethus,Stoic,-200,Minor philosopher,Stoic
1138,GR139 Apollodorus of Seleucia,"Stoic, rhetor",-200,Minor philosopher,Stoic/rhetorician
1139,GR140 Apollodorus of Athens,same,-200,Minor philosopher,Stoic/rhetorician
1140,GR141 Archedemus of Tarsus,"f. Stoic school, Babylon",-200,Minor philosopher,Stoic
1141,GR142 Antipater of Tarsus,Stoic scholarch,-200,Minor philosopher,Stoic
1142,"GR143-144 Alceus, Philiscus",Epicureans at Rome,-200,Minor philosopher,Epicurean
1143,GR145 Protarchus of Barghilia,Epicurean,-200,Minor philosopher,Epicurean
1144,GR146 Demetrius of Laconia,Epicurean,-200,Minor philosopher,Epicurean
1145,"GR147 Apollodorus ""the Tyrant of the Garden""",Epicurean,-200,Minor philosopher,Epicurean
1146,GR148 Philonides of Laodicea,"Syria Epicurean, math",-200,Minor philosopher,Epicurean
1147,GR149 Clitomachus,Academic/Skeptic,-200,Minor philosopher,Academic
1148,GR150 Metrodorus of Stratonicea,"Academic, from Epicurean school",-200,Minor philosopher,Academic
1149,GR151? Meleagra of Gadara,Cynic +,-200,Minor philosopher,
1150,GR152 Charmadas,Academic/rhetor,-200,Minor philosopher,Academic/rhetorician
1151,GR153 Mnesarchus,Stoic,-200,Minor philosopher,Stoic
1152,GR154 Polybius,historian,-200,Non-philosopher,
1153,GR155 Heraclides of Tarentum,empiricist medicine,-100,Minor philosopher,empirical school
1154,GR156 Dio of Alexandria,Academic,-100,Minor philosopher,Academic
1155,GR157 Aristus,"Academic, brother of Antiochus of Ascalon, successor",-100,Minor philosopher,Academic
1156,GR158 Theomnestus,Academic +,-100,Minor philosopher,
1157,GR159 L. Aelius Stilo,"Stoic, rhetor",-100,Minor philosopher,Stoic/rhetorician
1158,GR160 Varro,"eclectic, Stoic",-100,Minor philosopher,Stoic/eclectic
1159,GR161 Lucullus,"politician, patron",-100,Non-philosopher,politician
1160,GR162 Rutilius Rufus,Stoic,-100,Minor philosopher,Stoic
1161,GR163 Alexander Polyhister,"Pythagorean, eclectic",-100,Minor philosopher,Pythagorean/eclectic
1162,GR164 Nigidius Figulus,Pythagorean,-100,Minor philosopher,Neo-Pythagorean
1163,GR165 Asclepiades of Bythynia,"medicine, Epicurean, Rome",-100,Minor philosopher,Epicurean/medical
1164,GR166 Zeno of Sidon,"Epicurean, math",-100,Minor philosopher,Epicurean
1165,GR167 Phaedrus,"Epicurean, Rome",-100,Minor philosopher,Epicurean
1166,GR168 Patronus,same,-100,Minor philosopher,Epicurean
1167,GR169 Amalfinus,"Epicurean, Italy",-100,Minor philosopher,Epicurean
1168,GR170 Sciro,"Epicurean, Rome",-100,Minor philosopher,Epicurean
1169,GR171 Calpurnius Piso,Julius Caesar's father-in-law,-100,Non-philosopher,
1170,GR172 Philostratus,"rhetor, skeptic, Academic-Sophist",-100,Minor philosopher,
1171,GR173 Tyrranio,edited Aristotle's manuscripts,-100,Minor philosopher,Aristotelean
1172,GR174 Andronicus of Rhodes,same,-100,Minor philosopher,Aristotelean
1173,GR175 Xenarchus,Academic,-100,Minor philosopher,Aristotelean
1174,GR176 Arius Didymus,Academic/Stoic/Aristotelean,-100,Minor philosopher,Stoic/Aristotelean
1175,GR177 Athenodorus Cananites,Stoic,-100,Minor philosopher,Stoic
1176,GR178 Strabo,"Stoic, geographer, historian",-100,Minor philosopher,Stoic
1177,GR179 Boethus of Sidon,Aristotelean,-100,Minor philosopher,Aristotelean
1178,GR180 Eudorus,"Platonist, neo-Pythagorean, Alexandria",1,Minor philosopher,Platonic/Neo-Pythagorean
1179,GR181 Anaxilaus of Larissa,"Pythagorean, occultist +",1,Minor philosopher,
1180,GR182 Quintus Sextus,Stoic,1,Minor philosopher,Stoic
1181,GR183 Sotion,"Stoic, neo-Pythagorean, eclectic doxographer, Alexandria",,Minor philosopher,Stoic/Pythagorean/eclectic
1182,GR183a? Agrippa,"Skeptic, ca. 1-200 C. E.",1,Minor philosopher,
1183,GR184 Thrasyllus,neo-Pythagorean/Platonist,1,Minor philosopher,Platonic/Neo-Pythagorean
1184,GR185 Potamo of Alexandria,"Platonist, eclectic",1,Minor philosopher,Platonic/eclectic
1185,GR186 C. Musonius Rufus,Stoic,1,Minor philosopher,Stoic
1186,GR187 Epaphroditus,"Nero's secretary, Epictetus' owner",1,Non-philosopher,
1187,GR188 Dio Chrysostom,rhetor/Stoic,1,Minor philosopher,Stoic/rhetorician
1188,GR189 L. Annaeus Cornutus,Stoic,1,Minor philosopher,Stoic
1189,GR190 Perseus,poet,1,Non-philosopher,poet
1190,GR191 Lucan,poet,1,Non-philosopher,poet
1191,GR192 Demetrius,Cynic +,1,Minor philosopher,
1192,GR193 Agathinos,medicine,1,Minor philosopher,medical
1193,GR194 Archigenes,"medicine, eclectic, Stoic",1,Minor philosopher,"medical, Stoic"
1194,GR195 Simon Magus,Gnostic +,1,Minor philosopher,
1195,GR196 Apollonius of Tyana,"Pythagorean, occultist +",1,Minor philosopher,
1196,GR197 Ammonius of Alexandria,Platonist,1,Minor philosopher,Platonic
1197,GR198 Lucius,Pythagorean,,Minor philosopher,Pythagorean
1198,GR199 Nicostratus,"Platonist, Stoic, rhetor, anti-Aristotelean",1,Minor philosopher,Platonic/rhetorician
1199,GR200 Flavius Arrianus,Stoic,100,Minor philosopher,Stoic
1200,GR201 Magnus Ephesius,medicine,100,Minor philosopher,Skeptic/medical
1201,GR202 Soranus of Ephesus,Methodist medicine,100,Minor philosopher,medical
1202,GR203 Favorinus,"rhetor, Skeptic",100,Minor philosopher,rhetorician
1203,GR204 Stalilius Attalius,medicine,100,Minor philosopher,medical
1204,GR205 Theodas,Empiricist medicine +,100,Minor philosopher,
1205,GR206 Menodotus of Nicomedia,"Skeptic, Empiricist medicine",100,Minor philosopher,medical
1206,GR207 Heroditus of Tarsus,Empiricist medicine,100,Minor philosopher,medical
1207,GR208 Aristocles,"Aristotelean, Stoic, Platonist",100,Minor philosopher,Aristotelean/Stoic/Platonic
1208,GR209 Gaius,Aristotelean,100,Minor philosopher,Aristotelean
1209,GR210 Numisianus,,100,Minor philosopher,
1210,GR211 Satyrus,medicine,100,Minor philosopher,medical
1211,GR212 Pelops,medicine,100,Minor philosopher,medical
1212,GR213 Hadrian of Tyre,rhetor,100,Minor philosopher,rhetorician
1213,GR214 Demetrius of Alexandria,rhetor,100,Minor philosopher,rhetorician
1214,GR215 Diognetus,Stoic,100,Minor philosopher,Stoic
1215,GR216 M. Cornelius Fronto,"rhetor, anti-phi]",100,Non-philosopher,rhetorician
1216,GR217 Athenagoras,Christian,100,Minor philosopher,Christian
1217,GR218 Demonax,Stoic,100,Minor philosopher,Stoic
1218,GR219 Lucian of Samosata,Skeptic/eclectic,100,Minor philosopher,eclectic/Skeptic
1219,GR220? Saturninus of Antioch,Gnostic +,100,Minor philosopher,
1220,GR221? Carpocrates of AlexandriaGnostic +,100,0,Minor philosopher,
1221,GR222? Cerdon the Syrian,Christian/Gnostic +,100,Minor philosopher,
1222,GR223? Cerinthus,Christian/Gnostic +,100,Minor philosopher,
1223,GR224 Basilides of Syria,"Gnostic, Alexandria +",100,Minor philosopher,
1224,GR225? Demonax of Cyprus,popular Cynic +,100,Minor philosopher,
1225,GR226? Oenomaus of Gadara,same +,100,Minor philosopher,
1226,GR227? Perigrinus Proteus,"same, ex-Christian +",100,Minor philosopher,
1227,GR228? pseudo-Pythagorean texts,,100,Minor philosopher,
1228,GR229? Corpus Hermeticum,anon. text +,150,Minor philosopher,
1229,GR230? Cronius,neo-Pythagorean +,150,Minor philosopher,
1230,GR231 Nicomachus of Gerasa,"math, neo-Pythagorean +",150,Minor philosopher,
1231,GR232 Theon of Smyrna,"math, Platonist +",150,Minor philosopher,
1232,GR233 Aulus Gellius,"Platonist, Athens",150,Minor philosopher,Platonic
1233,GR234 Celsus,"Platonist, anti-Christian +",,Minor philosopher,
1234,GR236 Tatian,Christian +,,Minor philosopher,Christian
1235,GR237? Aristides,Christian apologist +,150,Minor philosopher,
1236,GR238 Melitto of Sardis,same +,150,Minor philosopher,
1237,GR239? Apollinaris of Hieropolis,same +,150,Minor philosopher,
1238,GR240 Marcion,"Christian/Gnostic, Rome +",150,Minor philosopher,
1239,GR242 Panaenus,"ex-Stoic, Christian",150,Minor philosopher,Christian/Stoic
1240,GR243 Theophilus,Christian,150,Minor philosopher,
1241,GR244 Iranaeus,"Christian, anti-Gnostic",150,Minor philosopher,Christian
1242,GR245 Hippolytus,"same, Rome",150,Minor philosopher,Christian
1243,GR246 Julianus,"Gnostic, occultist, forged Chaldean Oracles +",150,Minor philosopher,
1244,GR247 Bardesanes of Mesopotamia,Gnostic +,150,Minor philosopher,
1245,GR248 Marcus,"Gnostic, occultist, disciple of Valentinus",150,Minor philosopher,Gnostic/occultist
1246,GR249 Theodotus,"Gnostic, disciple of Valentinus",150,Minor philosopher,Gnostic/occultist
1247,GR250 Ptolemaeus,same,150,Minor philosopher,Gnostic/occultist
1248,GR251 Aelius Aristides,rhetor,150,Non-philosopher,rhetorician
1249,GR252 Harpocration of Argos,neo-Pythagorean eclectic,150,Minor philosopher,Neo-Pythagorean/eclectic
1250,GR253 Maximus of Tyre,rhetor/Platonist/Aristotelean/ eclectic +,150,Minor philosopher,
1251,GR254 Severus,Platonist/Stoic anti-Aristotelean +,150,Minor philosopher,
1252,GR255 Saturninus,"Skeptic, medicine",200,Minor philosopher,Skeptic/medical
1253,GR256 Tertullian,"Christian, anti-phil, anti-Gnostic",200,Minor philosopher,Christian
1254,GR257 Minucius Felix,Christian +,200,Minor philosopher,
1255,GR258 Diogenes of Oenoanda,Epicurean +,200,Minor philosopher,
1256,GR259 Diogenes Laertius,doxographer +,200,Minor philosopher,
1257,GR260 On the World anon. text,Stoic/Aristotelean syncretism +,200,Minor philosopher,
1258,GR261 Ammonius Saccas,"neo-Pythagorean? Platonist? eclectic, Alexandria",200,Minor philosopher,Platonic/Pythagorean/eclectic
1259,GR262 Herennius +,,200,Minor philosopher,
1260,GR263 Cassius Longinus,"rhetor, Platonist, Athens",200,Minor philosopher,Platonic/rhetorician
1261,GR264 Origen the Pagan,Platonist,200,Minor philosopher,Platonic
1262,GR265 Olympus of Alexandria,star magic,200,Minor philosopher,occult
1263,GR266 Amelius Gentilianus,expositor of Plotinus,200,Minor philosopher,Neoplatonic
1264,GR267 Typho,"Stoic, Platonist",200,Minor philosopher,"Stoic, Platonic"
1265,GR268 Anatolius of Alexandria,Christian/Aristotelean/math,200,Minor philosopher,Christian/Aristotelean/Pythagorean/mathematician
1266,GR269 Lucian,"Christian, Antioch",200,Minor philosopher,Christian
1267,GR270 Arnobius,Christian +,300,Minor philosopher,
1268,GR271 Lactantius,Christian +,300,Minor philosopher,
1269,GR272 Eusebius,"Christian, anti-Porphyry",300,Minor philosopher,Christian
1270,GR273 Gedalius,Neoplatonist,300,Minor philosopher,Neoplatonic
1271,GR274 Chrysaorinus,Neoplatonist,300,Minor philosopher,Neoplatonic
1272,GR275 Doxippus,"Platonist/Aristotelean/pagan theol, Syria",300,Minor philosopher,Neoplatonic/Aristotelean
1273,GR276 Eugenius,father of 278,300,Minor philosopher,
1274,GR277 Theodorus of Asine,"Platonist, Athens",300,Minor philosopher,
1275,GR278 Themistius,"Aristotelean/Platonist, Constantinople",300,Minor philosopher,Platonic/Aristotelean
1276,GR279 Sallustius,"Syrian Neoplatonist, pagan catechism, Pergamum",300,Minor philosopher,
1277,GR280 Sosipatra,"occultist, Pergamum, woman",300,Minor philosopher,occult
1278,GR281 Aedisius,"Neoplatonist, occultist, Athens",300,Minor philosopher,Platonic/occult
1279,GR282 Maximus,occultist,300,Minor philosopher,occult
1280,GR283 Libanius,rhetor,300,Non-philosopher,rhetorician
1281,GR284 Himerius,rhetor,300,Non-philosopher,rhetorician
1282,GR285 John Chrysostom,"Christian, Origenist, Antioch/Constantinople",300,Minor philosopher,Christian
1283,GR286 St. Basil of Cappadocia,Christian/Platonist,300,Minor philosopher,Christian/Platonic
1284,GR287 Apollinaris,"Christian, opposite heresy from Arius +",300,Minor philosopher,
1285,GR288 Simplicianus,Christian/Neoplatonist,300,Minor philosopher,Christian/Neoplatonic
1286,GR289 Macrobius,Platonist/neo-Pythagorean +,300,Minor philosopher,
1287,GR290 Martianus Capella,"Platonist, encyclopedist +",300,Minor philosopher,
1288,GR293 Heraiscus,"religious syncretism, Alexandria",300,Minor philosopher,occult
1289,GR294 Asclepiades,"same, brother of 293",300,Minor philosopher,occult
1290,GR292 Theon of Alexandriamath,Platonist,400,Minor philosopher,"mathematician, Platonic"
1291,GR295 Isidorus,"Neoplatonist, Alexandria",400,Minor philosopher,Neoplatonic
1292,GR296 Hypatia,"math, Neoplatonist, woman",400,Minor philosopher,"mathematician, Platonic"
1293,GR297 Synesius,"math, Platonist, later Christian",400,Minor philosopher,"mathematician, Platonic"
1294,GR298 Plutarch of Athens,Neoplatonist/Aristotelean,400,Minor philosopher,Neoplatonic/Aristotelean
1295,"GR299 daughter of 298, theurgy",,400,Minor philosopher,occult
1296,GR300 Syrianus,"Platonist/Neoplatonist, Aristotelean, Athens",400,Minor philosopher,Platonic/Neoplatonic/Aristotelean
1297,GR301 Domninus of Larissa,math/occultist/Neoplatonist,400,Minor philosopher,Neoplatonic/occultist/mathemetician
1298,GR302 Hierocles,intro Neoplatonist at Alexandria,400,Minor philosopher,Neoplatonic
1299,GR303 Marinus,"math, Neoplatonist scholarch, Athens",400,Minor philosopher,"Neoplatonic, mathematician"
1300,"GR304 Ammonius, son of Hermias",Platonist/Aristotelean/math/astron,400,Minor philosopher,Platonic/Aristotelean/mathematician
1301,GR305 Damascius,"Neoplatonist, Athens",400,Minor philosopher,Neoplatonic
1302,GR306 Simplicius,"Neoplatonist, Athens",400,Minor philosopher,Neoplatonic
1303,GR307 Olympiodorus,,400,Minor philosopher,
1304,GR308 Aeneas,"Christian/Platonist, Gaza",400,Minor philosopher,Christian/Neoplatonic
1305,GR309 George of Scythopolis,"Christian, anti-heresies +",500,Minor philosopher,
1306,GR310 John of Scythopolis,same +,500,Minor philosopher,
1307,GR311 Zacharias,"Christian/I'latonist, anti-304",500,Minor philosopher,Christian/Platonic
1308,GR312 Procopius,,500,Minor philosopher,Christian
1309,GR313 Cassiodorus,"Christian, handbook writer, Italy",500,Minor philosopher,encyclopedist
1310,GR314 Leander,,500,Minor philosopher,
1311,GR315 Isidore of Sevelle,encyclopedist,500,Minor philosopher,encyclopedist
1312,GR316 Stephanus of Alexandria.,"Aristotelean/occultist/math, Byzantium",500,Minor philosopher,Aristotelean/occultist/mathematician
1313,GR317 St. Maximus,"Platonist/Christian, Byzantium",500,Minor philosopher,Christian/Platonic
1314,x36-4,,200,Minor philosopher,Gnostic
